company,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
Hyundai,Venue SX Opt iMT,1150000.0,10000,Petrol,Manual,1st Owner,2021-01-24,2967,5
Toyota,Fortuner 2.7 2WD AT,3100000.0,44000,Petrol,Automatic,2nd Owner,2019-06-16,1086,5
Audi,Q5 3.0 TDI Quattro,994999.9999999999,68000,Diesel,Automatic,3rd Owner,2011-09-27,2967,5
Hyundai,i10 Magna 1.1L,225000.0,38000,Petrol,Manual,1st Owner,2011-05-11,1197,5
Audi,Q5 3.0 TDI Quattro Technology,2100000.0,35000,Diesel,Automatic,1st Owner,2015-10-17,2179,7
Maruti,Swift Dzire VXI 1.2 BS IV,650000.0,65000,Petrol,Manual,1st Owner,2019-08-03,1582,5
Mahindra,Scorpio S5,1585000.0,12001,Diesel,Manual,1st Owner,2022-07-10,2967,7
Hyundai,Creta 1.6 SX Automatic Diesel,1425000.0,36000,Diesel,Automatic,2nd Owner,2020-09-22,1969,5
Audi,Q7 45 TDI Quattro Premium Plus,1875000.0,43000,Diesel,Automatic,2nd Owner,2014-05-08,1968,5
Volvo,XC60 Inscription D5,6000000.0,7500,Diesel,Automatic,1st Owner,2020-05-11,1798,5
Audi,Q3 2.0 TDI Quattro Premium Plus,1300000.0,56500,Diesel,Automatic,1st Owner,2014-04-20,1582,5
Audi,A6 35 TFSI Matrix,3675000.0,30000,Petrol,Automatic,1st Owner,2018-06-05,1950,5
Hyundai,Verna CRDi 1.6 AT SX Plus,1000000.0,63500,Diesel,Automatic,1st Owner,2017-02-13,1995,5
Mercedes-Benz,C-Class Progressive C 220d,4100000.0,26500,Diesel,Automatic,1st Owner,2019-02-05,2179,7
BMW,X1 xDrive 20d xLine,2850000.0,38500,Diesel,Automatic,1st Owner,2018-05-25,1498,5
Mahindra,XUV500 R W10 FWD,890000.0,65000,Diesel,Manual,1st Owner,2015-01-28,1493,5
Honda,Amaze VX CVT Diesel,925000.0,44500,Diesel,Automatic,1st Owner,2019-08-02,2993,5
Hyundai,i20 Sportz Diesel,975000.0,15500,Diesel,Manual,1st Owner,2022-10-17,1991,5
BMW,X5 xDrive 30d xLine,10000000.0,20500,Diesel,Automatic,1st Owner,2022-07-02,1995,5
Mercedes-Benz,E-Class Expression E 200 BSIV,4400000.0,65000,Petrol,Automatic,1st Owner,2018-12-08,2143,5
BMW,3 Series 320d GT Luxury Line,1850000.0,64593,Diesel,Automatic,3rd Owner,2014-11-30,2755,7
Mercedes-Benz,E-Class E250 CDI Avantgarde,2200000.0,63203,Diesel,Automatic,2nd Owner,2015-05-19,1995,4
Toyota,Fortuner 2.8 2WD AT,2900000.0,60500,Diesel,Automatic,1st Owner,2017-05-27,1248,7
BMW,6 Series GT 620d Luxury Line 2019-2021,6050000.0,50000,Diesel,Automatic,1st Owner,2020-07-14,796,5
Maruti,Ertiga ZDI,600000.0,43000,Diesel,Manual,2nd Owner,2014-11-28,2987,7
Maruti,Alto 800 LXI,307000.0,31458,Petrol,Manual,1st Owner,2021-07-22,1582,5
Mercedes-Benz,GLS 350d 4MATIC,5200000.0,70000,Diesel,Automatic,2nd Owner,2016-06-01,998,5
Hyundai,Elantra CRDi S,525000.0,70372,Diesel,Manual,1st Owner,2013-11-18,624,4
Maruti,Wagon R LXI CNG,190000.0,129325,Cng,Manual,1st Owner,2012-02-15,1991,5
Tata,Nano Twist XT,85671.0,59290,Petrol,Manual,4th Owner,2015-05-10,2993,5
BMW,X6 xDrive 40d M Sport,3790000.0,75000,Diesel,Automatic,2nd Owner,2015-05-25,2143,5
Audi,Q5 2.0 TDI Premium Plus,1600000.0,94002,Diesel,Automatic,2nd Owner,2014-08-25,2494,5
Mercedes-Benz,C-Class C 220 CDI Avantgarde,1190000.0,90004,Diesel,Automatic,3rd Owner,2014-08-23,2993,5
Toyota,Camry 2.5 Hybrid,2350000.0,47000,Petrol,Automatic,1st Owner,2017-06-20,1498,5
Ford,Ecosport 1.5 Diesel Titanium,475000.0,62500,Diesel,Manual,1st Owner,2015-12-05,2143,5
Mercedes-Benz,B Class B180 Sports,1290000.0,67000,Petrol,Automatic,2nd Owner,2013-03-30,1197,5
Mercedes-Benz,GLE 250d,3650000.0,64000,Diesel,Automatic,1st Owner,2016-07-22,2967,4
Maruti,Swift ZXI BSIV,441000.0,39889,Petrol,Manual,2nd Owner,2017-09-21,1997,5
Audi,A8 L 50 TDI Quattro Premium Plus,4200000.0,81250,Diesel,Automatic,1st Owner,2015-09-05,1498,5
Jaguar,F-Pace 2.0 R-Dynamic S Diesel,7400000.0,9900,Diesel,Automatic,1st Owner,2021-06-08,1498,5
Ford,Ecosport 1.5 Diesel Titanium Plus,525000.0,43000,Diesel,Manual,1st Owner,2016-12-09,1998,5
MG,Astor Sharp CVT,1725000.0,2400,Petrol,Automatic,1st Owner,2022-11-12,2993,4
BMW,X4 xDrive30i M Sport Silver Shadow Edition,7450000.0,7600,Petrol,Automatic,1st Owner,2022-10-20,1798,5
Jaguar,XJ 3.0L LWB Ultimate,2290000.0,79004,Diesel,Automatic,2nd Owner,2012-04-05,2143,5
Toyota,Corolla Altis VL AT,875000.0,99300,Petrol,Automatic,2nd Owner,2015-07-12,2987,5
Mercedes-Benz,M-Class ML 250 CDI,2190000.0,80000,Diesel,Automatic,2nd Owner,2014-03-23,4367,5
Mercedes-Benz,S-Class S 350 CDI,5100000.0,40000,Diesel,Automatic,1st Owner,2015-01-21,1968,5
Land,Rover Range Rover Vogue SE 4.4 SDV8,3525000.0,87002,Diesel,Automatic,2nd Owner,2013-05-17,1968,5
Audi,Q5 2.0 TDI Premium Plus,1425000.0,94002,Diesel,Automatic,2nd Owner,2013-11-29,2487,5
Audi,A6 2.0 TDI Premium Plus,1425000.0,82005,Diesel,Automatic,2nd Owner,2013-09-15,4367,5
Toyota,Camry Hybrid 2.5,4090000.0,20000,Petrol,Automatic,1st Owner,2019-10-29,1998,5
Land,Rover Range Rover Vogue SE 4.4 SDV8,3975000.0,95004,Diesel,Automatic,1st Owner,2013-10-04,1498,5
BMW,X1 sDrive20i xLine,2810000.0,68753,Petrol,Automatic,2nd Owner,2019-05-20,1956,5
Ford,Ecosport 1.5 DV5 MT Titanium,475000.0,62500,Diesel,Manual,1st Owner,2015-06-29,1582,5
Jeep,Compass 2.0 Sport Plus BSIV,1575000.0,62000,Diesel,Manual,1st Owner,2019-04-09,1498,5
Hyundai,Creta 1.6 CRDi AT S Plus,894999.9999999999,85000,Diesel,Automatic,1st Owner,2017-10-19,1248,5
Honda,WR-V i-DTEC VX,699000.0,58000,Diesel,Manual,1st Owner,2017-01-27,2143,5
Maruti,Baleno 1.3 Zeta,620000.0,55500,Diesel,Manual,1st Owner,2018-10-01,1248,5
Mercedes-Benz,GLE 250d,4400000.0,49000,Diesel,Automatic,1st Owner,2017-05-31,1956,5
Maruti,Baleno 1.3 Zeta,625000.0,54000,Diesel,Manual,1st Owner,2018-02-18,1956,5
Tata,Harrier XM,1250000.0,32500,Diesel,Manual,1st Owner,2019-04-04,1950,5
Tata,Harrier XM,1260000.0,33500,Diesel,Manual,1st Owner,2019-07-30,0,5
Mercedes-Benz,E-Class Expression E 220 d BSIV,5800000.0,17000,Diesel,Automatic,1st Owner,2020-03-31,1950,5
MG,ZS EV Exclusive,2110000.0,38000,Electric,Automatic,1st Owner,2020-01-17,1950,5
Mercedes-Benz,C-Class Progressive C 200,3650000.0,16500,Petrol,Automatic,1st Owner,2018-05-27,1998,5
Mercedes-Benz,E-Class Exclusive E 220d,7625000.0,2000,Diesel,Automatic,1st Owner,2022-04-13,1950,5
Mini,Cooper D,1889999.9999999998,29000,Diesel,Automatic,2nd Owner,2014-06-14,1197,5
Mercedes-Benz,C-Class Progressive C 220d,3900000.0,24000,Diesel,Automatic,2nd Owner,2020-05-11,1995,5
Maruti,Swift LXI,483000.0,37229,Petrol,Manual,1st Owner,2020-03-18,2179,7
BMW,X3 xDrive 20d Luxury Line,6000000.0,19000,Diesel,Automatic,1st Owner,2021-03-13,1968,5
Mahindra,XUV500 W6 2WD,430999.99999999994,90928,Diesel,Manual,1st Owner,2013-04-01,1373,7
Audi,A3 35 TDI Premium Plus,2580000.0,39000,Diesel,Automatic,1st Owner,2020-07-14,1950,5
Maruti,Ertiga VXI CNG,725000.0,44000,Cng,Manual,1st Owner,2016-07-31,1399,5
Mercedes-Benz,C-Class Progressive C 200,4990000.0,12000,Petrol,Automatic,1st Owner,2021-08-15,1497,5
Ford,Figo Diesel Titanium,193000.0,86483,Diesel,Manual,3rd Owner,2014-07-27,1598,5
Honda,City Edge Edition SV,900000.0,20000,Petrol,Manual,1st Owner,2019-01-29,1950,5
Renault,Duster Petrol RxL,575000.0,49000,Petrol,Manual,2nd Owner,2017-06-16,2755,7
Mercedes-Benz,C-Class Progressive C 200,4790000.0,12000,Petrol,Automatic,1st Owner,2021-10-18,1197,5
Toyota,Innova Crysta 2.8 GX AT BSIV,1875000.0,26000,Diesel,Automatic,1st Owner,2018-06-27,1248,5
Toyota,Glanza G,606000.0,40252,Petrol,Manual,1st Owner,2020-05-25,1997,5
Maruti,Swift VDI BSIV,323000.0,97947,Diesel,Manual,2nd Owner,2014-03-26,1582,5
Land,Rover Range Rover Velar R-Dynamic S Petrol MY21,8500000.0,38000,Petrol,Automatic,1st Owner,2020-10-13,1197,5
Hyundai,Creta 1.6 CRDi AT SX Plus,716000.0,150715,Diesel,Automatic,1st Owner,2015-03-19,1968,5
Hyundai,i10 Sportz,158000.0,102820,Petrol,Manual,1st Owner,2010-10-27,1996,7
Skoda,New Laura Ambiente 2.0 TDI CR AT,252999.99999999997,109403,Diesel,Automatic,3rd Owner,2012-09-12,1462,7
MG,Gloster Savvy 7-Str,3965000.0,11000,Diesel,Automatic,2nd Owner,2021-01-17,1197,5
Maruti,Ertiga VXI AT,858000.0,37377,Petrol,Automatic,1st Owner,2019-09-18,1461,5
Maruti,Swift Dzire VXI,367000.0,84728,Petrol,Manual,2nd Owner,2015-01-01,1969,5
Renault,Duster 85PS Diesel RxE,324000.0,53548,Diesel,Manual,2nd Owner,2013-08-22,1968,5
Volvo,S90 D4 Inscription BSIV,4475000.0,20000,Diesel,Automatic,1st Owner,2018-07-22,1197,5
Audi,A6 2.0 TDI,1619000.0000000002,29397,Diesel,Automatic,1st Owner,2014-08-10,1997,7
Hyundai,Grand i10 Asta,405999.99999999994,30346,Petrol,Manual,1st Owner,2016-11-28,1248,5
Mahindra,XUV500 W10 1.99 mHawk,1063000.0,42119,Diesel,Manual,1st Owner,2017-03-14,1248,5
Maruti,Swift Dzire VDI,327000.0,120450,Diesel,Manual,2nd Owner,2014-03-14,1451,5
Maruti,Swift LDI BSIV,267000.0,148393,Diesel,Manual,3rd Owner,2014-08-01,2993,5
MG,Hector Hybrid Sharp MT,1339000.0,21549,Petrol,Manual,1st Owner,2020-12-18,1248,5
BMW,X5 xDrive 30d,2975000.0,85000,Diesel,Automatic,2nd Owner,2015-12-26,1799,5
Maruti,Vitara Brezza VDi Option,590000.0,90468,Diesel,Manual,1st Owner,2016-02-27,1497,5
Honda,Civic ZX BSIV,1556000.0,20900,Petrol,Automatic,1st Owner,2019-01-27,1950,5
Hyundai,Creta SX,1387000.0,19234,Petrol,Manual,1st Owner,2021-05-26,1497,5
Mercedes-Benz,GLC Coupe 300d 4MATIC,7150000.0,24900,Diesel,Automatic,1st Owner,2021-07-02,1493,5
Tata,Nexon 1.5 Revotorq XZA Plus DualTone,875000.0,73269,Diesel,Automatic,1st Owner,2018-01-28,1353,5
Kia,Seltos HTX Plus D,1525000.0,48101,Diesel,Manual,1st Owner,2020-02-20,1997,5
Kia,Seltos GTX Plus,1495000.0,24001,Petrol,Manual,1st Owner,2020-10-16,1999,7
Jaguar,XF 2.0 Petrol Prestige,4700000.0,7500,Petrol,Automatic,1st Owner,2020-10-03,1956,5
Hyundai,Alcazar Platinum 7-Seater,1948999.9999999998,9701,Petrol,Manual,1st Owner,2022-09-26,999,5
Tata,Harrier XZA AT,1989999.9999999998,27133,Diesel,Automatic,1st Owner,2021-03-13,4461,7
Renault,KWID Climber 1.0 AMT Opt,525000.0,18270,Petrol,Automatic,1st Owner,2022-10-13,1373,5
Toyota,Land Cruiser VX,15800000.0,56000,Diesel,Automatic,1st Owner,2018-12-20,1197,5
Maruti,Ciaz VXi,550000.0,50001,Petrol,Manual,1st Owner,2015-12-07,1197,5
Maruti,Swift VXI 2018,560000.0,56681,Petrol,Manual,1st Owner,2018-09-23,1197,5
Maruti,Baleno Alpha,980000.0000000001,2755,Petrol,Manual,1st Owner,2022-02-12,2179,7
Maruti,Baleno 1.2 Alpha,650000.0,46201,Petrol,Manual,1st Owner,2017-07-25,1197,5
Mahindra,XUV500 W10 2WD,950000.0,85001,Diesel,Manual,1st Owner,2016-09-28,1993,5
Hyundai,Grand i10 AT Asta,465000.00000000006,64836,Petrol,Automatic,1st Owner,2015-03-24,1197,5
Mercedes-Benz,C-Class C 220d,6200000.0,4000,Diesel,Automatic,1st Owner,2022-05-27,1353,5
Hyundai,Grand i10 Nios AMT Sportz,690000.0,24057,Petrol,Automatic,1st Owner,2020-12-01,1956,7
Hyundai,Creta SX Turbo Dualtone,1695000.0,49559,Petrol,Automatic,1st Owner,2020-01-18,1497,5
Tata,New Safari XZA Plus AT,2350000.0,10289,Diesel,Automatic,1st Owner,2022-06-10,1956,5
Honda,City i VTEC CVT VX,775000.0,64000,Petrol,Automatic,1st Owner,2016-09-20,1451,5
MG,Hector Smart Diesel MT BSIV,1450000.0,54001,Diesel,Manual,2nd Owner,2019-11-29,1798,5
MG,Hector Sharp DCT,1825000.0,27779,Petrol,Automatic,1st Owner,2021-12-28,1396,5
Skoda,Octavia 1.8 TSI AT Style Plus,1349000.0,70000,Petrol,Automatic,1st Owner,2017-05-04,2499,5
Hyundai,Creta 1.4 CRDi S,835000.0,70000,Diesel,Manual,1st Owner,2017-10-20,1498,5
Lexus,NX 300h Luxury,4800000.0,49000,Petrol,Automatic,1st Owner,2019-06-04,2925,5
Volkswagen,Polo 1.5 TDI Trendline,409999.99999999994,115000,Diesel,Manual,1st Owner,2016-12-23,1462,6
Mercedes-Benz,S-Class S 350 d,4775000.0,13000,Diesel,Automatic,2nd Owner,2014-04-27,1353,5
Maruti,XL6 Alpha AT,1200000.0,35000,Petrol,Automatic,1st Owner,2021-03-27,1798,5
Kia,Seltos GTX Plus DCT,1895000.0,3900,Petrol,Automatic,2nd Owner,2021-04-03,2925,7
Toyota,Corolla Altis G AT,894999.9999999999,63000,Petrol,Automatic,1st Owner,2014-03-23,1968,5
Mercedes-Benz,GLS 400d 4MATIC,11700000.0,15000,Diesel,Automatic,2nd Owner,2020-12-26,2143,5
Audi,A4 2.0 TDI,1149000.0,60000,Diesel,Automatic,1st Owner,2014-12-08,1998,5
Mercedes-Benz,C-Class C 220 CDI Avantgarde,1245000.0,23000,Diesel,Automatic,1st Owner,2013-08-14,2993,5
BMW,5 Series 530i M Sport,6600000.0,6000,Petrol,Automatic,1st Owner,2022-05-15,1968,5
BMW,X5 xDrive 30d xLine,8300000.0,25000,Diesel,Automatic,1st Owner,2020-05-29,1950,5
Audi,Q3 2.0 TDI Quattro Premium Plus,1250000.0,64000,Diesel,Automatic,2nd Owner,2014-01-29,1461,5
Mercedes-Benz,C-Class Progressive C 200,3600000.0,17000,Petrol,Automatic,1st Owner,2018-10-07,2184,4
Renault,Duster 110PS Diesel RxS AMT,695000.0,40000,Diesel,Automatic,2nd Owner,2016-11-27,1198,5
Mahindra,Thar LX 4-Str Convert Top Diesel AT,1875000.0,30000,Diesel,Automatic,1st Owner,2020-07-08,1451,5
Honda,Brio S MT,260000.0,79000,Petrol,Manual,1st Owner,2012-12-14,1199,5
MG,Hector Sharp DCT,1700000.0,26000,Petrol,Automatic,1st Owner,2020-03-06,2967,7
Honda,Amaze S Petrol,640000.0,25102,Petrol,Manual,1st Owner,2019-04-09,1198,5
Audi,Q7 45 TDI Quattro Technology,4600000.0,65000,Diesel,Automatic,1st Owner,2017-06-27,1197,5
Volkswagen,Polo Petrol Comfortline 1.2L,390000.0,35000,Petrol,Manual,1st Owner,2014-05-30,1991,5
Hyundai,Grand i10 Magna,340000.0,33000,Petrol,Manual,2nd Owner,2014-08-10,2987,7
Mercedes-Benz,GLC 300 4MATIC Sport,4810000.0,29000,Petrol,Automatic,1st Owner,2019-03-02,1998,5
Mercedes-Benz,GLS 350d Grand Edition,5950000.0,45000,Diesel,Automatic,2nd Owner,2016-12-26,2499,5
BMW,X3 xDrive 30i Luxury Line,4500000.0,25500,Petrol,Automatic,1st Owner,2018-07-03,2755,7
Lexus,NX 300h Luxury,4825000.0,48000,Petrol,Automatic,1st Owner,2019-09-24,1995,5
Toyota,Fortuner 2.8 4WD MT BSIV,2445000.0,100000,Diesel,Manual,1st Owner,2017-02-17,1498,5
BMW,5 Series 520d Luxury Line,4800000.0,29000,Diesel,Automatic,1st Owner,2019-02-08,1198,5
Nissan,Sunny XV,285000.0,83000,Petrol,Manual,1st Owner,2012-01-10,2498,7
Nissan,Micra XV,200000.0,57000,Petrol,Manual,1st Owner,2011-03-12,2143,5
Mercedes-Benz,GLE 250d,5600000.0,45000,Diesel,Automatic,1st Owner,2019-06-22,2179,5
Land,Rover Range Rover Evoque 2.2L Prestige,2590000.0,69000,Diesel,Automatic,2nd Owner,2014-02-06,2987,7
Land,Rover Range Rover Evoque 2.2L Prestige,2990000.0,69000,Diesel,Automatic,1st Owner,2015-04-23,5950,4
Mercedes-Benz,GL-Class 350 CDI Blue Efficiency,3490000.0,79000,Diesel,Automatic,3rd Owner,2015-04-07,2143,5
Bentley,Flying Spur W12,6890000.000000001,44000,Petrol,Automatic,1st Owner,2013-11-29,2967,5
Mercedes-Benz,GLC 220d 4MATIC Sport,3890000.0,69000,Diesel,Automatic,1st Owner,2017-05-13,2755,7
Audi,A6 3.0 TDI Quattro Premium Plus,1125000.0,68000,Diesel,Automatic,2nd Owner,2013-08-01,1796,5
Toyota,Fortuner 2.8 2WD MT BSIV,3100000.0,60000,Diesel,Manual,1st Owner,2019-12-20,2477,7
Mercedes-Benz,C-Class C 200 CGI Elegance,825000.0,86000,Petrol,Automatic,1st Owner,2011-10-28,1197,5
Mitsubishi,Pajero Sport 4X2 AT Dual Tone,1645000.0,39000,Diesel,Automatic,1st Owner,2017-11-08,1198,5
Hyundai,Grand i10 Nios Magna,625000.0,12000,Petrol,Manual,2nd Owner,2020-12-01,1999,5
Honda,Amaze EX i-Vtech,360000.0,85000,Petrol,Manual,1st Owner,2014-01-29,1248,5
Land,Rover Discovery Sport TD4 HSE,2950000.0,120000,Diesel,Automatic,1st Owner,2016-02-20,2996,7
Maruti,SX4 S Cross Zeta DDiS 200 SH,751000.0,90000,Diesel,Manual,1st Owner,2018-06-10,2993,5
Mercedes-Benz,GLS 400 4MATIC,6250000.0,80000,Petrol,Automatic,1st Owner,2017-10-09,1248,5
BMW,X5 xDrive 30d Expedition,5650000.0,34000,Diesel,Automatic,1st Owner,2019-05-14,1451,6
Maruti,Ciaz VDi Plus,465000.00000000006,72000,Diesel,Manual,1st Owner,2015-04-13,1950,5
MG,Hector Plus Sharp DCT,1900000.0,18000,Petrol,Automatic,1st Owner,2021-09-15,2143,5
Mercedes-Benz,C-Class Progressive C 200,4790000.0,11000,Petrol,Automatic,1st Owner,2021-07-27,1595,5
Mercedes-Benz,E-Class E250 CDI Avantgarde,2590000.0,60625,Diesel,Automatic,2nd Owner,2016-09-21,1197,5
Mercedes-Benz,A Class A180 Sport,1700000.0,68000,Petrol,Automatic,1st Owner,2017-10-29,4663,5
Maruti,Baleno 1.2 CVT Delta,525000.0,75000,Petrol,Automatic,1st Owner,2016-02-08,1968,5
Mercedes-Benz,S-Class S 500 L,4900000.0,70000,Petrol,Automatic,2nd Owner,2015-11-06,2987,7
Audi,Q3 2.0 TDI Quattro Premium Plus,1589000.0,73000,Diesel,Automatic,1st Owner,2015-06-09,1968,5
Mercedes-Benz,GLS 350d 4MATIC,5885000.0,65000,Diesel,Automatic,1st Owner,2017-12-26,2995,5
Audi,Q3 35 TDI Quattro Premium Plus,1750000.0,70011,Diesel,Automatic,1st Owner,2015-03-14,2755,7
Land,Rover Range Rover 3.0 Petrol LWB Vogue BSIV,19200000.0,40000,Petrol,Automatic,1st Owner,2019-12-20,1968,5
Toyota,Innova Crysta 2.8 ZX AT BSIV,1750000.0,67011,Diesel,Automatic,1st Owner,2017-12-23,1497,5
Skoda,Yeti Ambition 4X2,325000.0,103000,Diesel,Manual,1st Owner,2013-09-29,1998,5
Honda,City i-VTEC CVT ZX,949000.0,50000,Petrol,Automatic,2nd Owner,2017-11-05,1197,5
Volvo,XC60 B5 Inscripition,6850000.0,7000,Petrol,Automatic,1st Owner,2022-01-11,3198,7
Maruti,Swift Dzire VXI 1.2,640000.0,30000,Petrol,Manual,1st Owner,2019-04-23,1991,5
Ford,Endeavour Titanium Plus 4X4,3149000.0,44000,Diesel,Automatic,1st Owner,2018-06-19,1353,5
Mercedes-Benz,GLC 300 4MATIC Sport,4800000.0,28500,Petrol,Automatic,1st Owner,2019-05-11,1248,5
Hyundai,Creta SX Opt Turbo,1975000.0,8000,Petrol,Automatic,1st Owner,2021-07-02,1497,5
Maruti,Swift VDI,590000.0,60000,Diesel,Manual,1st Owner,2019-04-18,1197,5
Honda,City V AT,394000.0,70000,Petrol,Automatic,2nd Owner,2012-09-03,1995,5
Maruti,Ignis 1.2 Alpha BSIV,434999.99999999994,80000,Petrol,Manual,1st Owner,2018-07-23,1497,5
BMW,X1 sDrive 20d xLine,3000000.0,25000,Diesel,Automatic,1st Owner,2019-02-08,796,5
Honda,City V MT,1050000.0,2000,Petrol,Manual,1st Owner,2022-08-15,2694,7
Maruti,Alto 800 LXI,320000.0,35000,Petrol,Manual,1st Owner,2018-01-17,2987,5
Toyota,Innova Crysta 2.7 ZX AT,2000000.0,26000,Petrol,Automatic,1st Owner,2018-04-22,2184,4
Maserati,Ghibli Diesel BSIV,6600000.0,12000,Diesel,Automatic,1st Owner,2016-03-19,1197,5
Mahindra,Thar LX 4-Str Convert Top Diesel AT,1775000.0,13001,Diesel,Automatic,1st Owner,2022-09-28,2143,5
Hyundai,Xcent 1.2 VTVT S,475000.0,60000,Petrol,Manual,2nd Owner,2019-01-22,1199,5
Mercedes-Benz,C-Class C 220 CDI Avantgarde,2150000.0,37000,Diesel,Automatic,2nd Owner,2015-06-04,2498,6
Honda,Jazz 1.2 V AT i VTEC,690000.0,27200,Petrol,Automatic,1st Owner,2017-04-19,1462,5
Mahindra,Thar CRDe,772000.0,46365,Diesel,Manual,1st Owner,2017-04-20,1461,5
Maruti,Ciaz Alpha BSIV,872000.0000000001,82496,Petrol,Manual,1st Owner,2019-11-11,1248,5
Renault,Duster 110PS Diesel RxL AMT,651000.0,73656,Diesel,Automatic,1st Owner,2016-09-20,1493,7
Maruti,Ciaz ZDi SHVS,543000.0,92530,Diesel,Manual,1st Owner,2016-01-10,1368,5
Mahindra,TUV 300 mHAWK100 T8,658000.0,68364,Diesel,Manual,2nd Owner,2017-08-11,1197,5
Jeep,Compass 1.4 Sport,1261000.0,30224,Petrol,Manual,1st Owner,2018-06-13,1462,5
Maruti,Baleno 1.2 Alpha,585000.0,88658,Petrol,Manual,1st Owner,2017-08-12,2498,6
Maruti,Vitara Brezza ZXI,1053000.0,26396,Petrol,Manual,1st Owner,2020-03-09,998,5
Mahindra,Thar CRDe,746000.0,60020,Diesel,Manual,1st Owner,2017-11-20,1462,5
Maruti,Alto K10 2010-2014 VXI,268000.0,55107,Petrol,Manual,1st Owner,2014-06-17,796,5
Maruti,Ciaz Alpha AT,1243000.0,3925,Petrol,Automatic,1st Owner,2022-07-23,1197,5
Maruti,Alto 800 LXI,323000.0,21949,Petrol,Manual,1st Owner,2017-12-04,1598,5
Maruti,Swift Dzire VXI,500000.0,41899,Petrol,Manual,1st Owner,2016-01-30,1497,5
Nissan,Terrano XL P,725000.0,30000,Petrol,Manual,1st Owner,2018-10-31,2400,5
Honda,City i-VTEC V,865000.0,28000,Petrol,Manual,1st Owner,2018-06-22,1950,5
Volvo,XC60 D5 Inscription,6100000.0,20000,Diesel,Automatic,1st Owner,2021-01-26,1950,5
Mercedes-Benz,GLC 220d 4MATIC,5650000.0,24000,Diesel,Automatic,1st Owner,2020-04-16,1798,5
Mercedes-Benz,GLE 300d,8900000.0,13000,Diesel,Automatic,1st Owner,2021-05-24,998,5
Skoda,Superb Style 1.8 TSI AT,2175000.0,54000,Petrol,Automatic,1st Owner,2017-09-26,1248,5
Maruti,Alto K10 VXI,315000.0,30555,Petrol,Manual,1st Owner,2016-11-07,1197,5
Maruti,Ciaz VDi Plus SHVS,478000.0,119878,Diesel,Manual,1st Owner,2015-02-14,1248,5
Hyundai,i20 1.2 Magna Opt,243000.00000000003,84557,Petrol,Manual,1st Owner,2011-04-25,1997,7
Maruti,Ciaz VDi Option SHVS,536000.0,96528,Diesel,Manual,1st Owner,2017-05-21,999,5
Mahindra,XUV500 W10 1.99 mHawk,1124000.0,44081,Diesel,Manual,1st Owner,2017-04-27,1248,5
Renault,Kiger RXT AMT,775000.0,6494,Petrol,Automatic,1st Owner,2021-05-31,998,5
Maruti,Swift VDI BSIV,340000.0,118631,Diesel,Manual,1st Owner,2014-02-19,1198,5
Maruti,Alto K10 VXI,351000.0,47133,Petrol,Manual,1st Owner,2018-05-27,1197,5
Honda,Amaze S i-VTEC,455999.99999999994,94025,Petrol,Manual,1st Owner,2017-06-14,998,5
Hyundai,i20 Magna 1.2,501999.99999999994,68841,Petrol,Manual,1st Owner,2016-10-22,1582,5
Hyundai,Venue SX Plus Turbo DCT BSIV,1046000.0000000001,31952,Petrol,Automatic,1st Owner,2019-08-17,998,5
Hyundai,Creta 1.6 CRDi SX,1130000.0,66518,Diesel,Manual,2nd Owner,2019-03-09,1582,5
Hyundai,Venue SX Plus Turbo DCT BSIV,1053000.0,26684,Petrol,Automatic,2nd Owner,2019-04-15,1199,5
Hyundai,Creta 1.6 CRDi SX,790000.0,38280,Diesel,Manual,1st Owner,2015-08-03,1197,5
Tata,Tiago 1.2 Revotron XZ,377000.0,96392,Petrol,Manual,1st Owner,2017-12-13,2179,7
Maruti,Swift Dzire 1.2 ZXi BSIV,286000.0,92613,Petrol,Manual,1st Owner,2011-04-06,1498,5
Mahindra,Scorpio S7 120,1178000.0,40011,Diesel,Manual,1st Owner,2018-02-16,1396,5
Honda,City i DTEC VX,533000.0,98772,Diesel,Manual,2nd Owner,2015-10-29,1248,5
Hyundai,i20 Asta 1.4 CRDi,350000.0,38931,Diesel,Manual,1st Owner,2013-02-01,1396,5
Maruti,Swift LDI BSIV,426999.99999999994,82392,Diesel,Manual,1st Owner,2017-01-24,2179,7
Hyundai,i20 1.4 Asta,572000.0,96805,Diesel,Manual,1st Owner,2017-01-20,998,5
Mahindra,Scorpio S5 BSIV,998000.0,68307,Diesel,Manual,1st Owner,2018-01-15,1197,5
Maruti,Wagon R LXI BS IV,375000.0,30404,Petrol,Manual,1st Owner,2016-03-24,1248,5
Maruti,Baleno 1.2 Alpha,630000.0,36438,Petrol,Manual,2nd Owner,2018-07-11,2179,7
Maruti,Swift VDI BSIV,376000.0,115206,Diesel,Manual,1st Owner,2015-09-26,1451,5
Mahindra,XUV500 W6 2WD,623000.0,104537,Diesel,Manual,1st Owner,2015-08-06,1995,5
MG,Hector Sharp DCT,1613000.0,29827,Petrol,Automatic,2nd Owner,2019-09-04,1968,5
BMW,3 Series Luxury Edition,4450000.0,9200,Diesel,Automatic,1st Owner,2020-01-04,2755,7
