company,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
BMW,X1 sDrive20d,740000.0,120000,Diesel,Automatic,2nd Owner,2012-09-02,1193,5
Skoda,Fabia 1.2L Diesel Elegance,210000.0,70000,Diesel,Manual,2nd Owner,2012-07-13,1196,5
Datsun,RediGO T Option,180000.0,40000,Petrol,Manual,1st Owner,2017-03-28,1495,5
Maruti,Swift Dzire VXi,300000.0,120000,Petrol,Manual,2nd Owner,2010-02-22,1498,7
Tata,Hexa XTA,1051000.0,90000,Diesel,Automatic,1st Owner,2017-04-13,1598,5
Nissan,Micra Diesel XV,195000.0,90000,Diesel,Manual,1st Owner,2011-07-16,1198,5
Hyundai,Santro Xing XG AT eRLX Euro II,100000.0,110000,Petrol,Automatic,3rd Owner,2006-10-28,1197,5
Tata,Zest Revotron 1.2T XM,280000.0,110000,Petrol,Manual,2nd Owner,2015-08-31,1586,7
Maruti,Eeco 5 Seater Standard BSIV,225000.0,89511,Petrol,Manual,1st Owner,2011-06-25,1493,4
Hyundai,Accent Executive CNG,150000.0,120000,Cng,Manual,2nd Owner,2012-09-28,1248,5
Skoda,Rapid 1.5 TDI AT Style Plus,600000.0,70000,Diesel,Automatic,2nd Owner,2016-03-06,1197,5
Skoda,Rapid 1.6 MPI AT Elegance Black Package,390000.0,90000,Petrol,Automatic,2nd Owner,2014-04-02,1086,5
Honda,Brio EX MT,300000.0,50000,Petrol,Manual,1st Owner,2013-10-12,1248,5
Maruti,Ritz LXI,160000.0,132000,Petrol,Manual,2nd Owner,2011-01-28,624,5
Maruti,SX4 Vxi BSIII,175000.0,80000,Petrol,Manual,3rd Owner,2008-02-10,1198,5
Mahindra,Bolero Neo N10,1019999.9999999999,30000,Diesel,Manual,1st Owner,2021-11-18,796,5
Maruti,Swift RS VDI,400000.0,100000,Diesel,Manual,1st Owner,2014-09-11,1461,5
Hyundai,Grand i10 1.2 Kappa Magna BSIV,535000.0,15000,Petrol,Manual,1st Owner,2019-04-03,1798,5
Hyundai,Santro Xing GL Plus,220000.00000000003,120000,Petrol,Manual,2nd Owner,2015-04-27,1582,5
Maruti,Ertiga VDI,400000.0,120000,Diesel,Manual,3rd Owner,2013-06-17,1493,5
Tata,Nano Lx,35000.0,50000,Petrol,Manual,2nd Owner,2011-10-16,1390,5
Honda,Amaze SX i-VTEC,440000.00000000006,70000,Petrol,Manual,2nd Owner,2014-01-16,2354,5
Maruti,Alto 800 LXI,260000.0,35000,Petrol,Manual,1st Owner,2016-05-07,1598,5
Nissan,Terrano XL Plus 85 PS,500000.0,70000,Diesel,Manual,1st Owner,2015-06-08,1590,5
Skoda,Superb 1.8 TSI,250000.0,80000,Petrol,Automatic,1st Owner,2009-02-10,1995,5
Hyundai,Creta 1.6 CRDi SX Option,900000.0,120000,Diesel,Manual,1st Owner,2016-11-23,1197,5
Hyundai,Verna CRDi,190000.0,100000,Diesel,Manual,2nd Owner,2008-01-20,1590,5
Mahindra,Renault Logan 1.4 GLX,100000.0,90000,Petrol,Manual,3rd Owner,2008-12-22,1582,5
Honda,Accord 2.4 A/T,509999.99999999994,100000,Petrol,Automatic,1st Owner,2012-07-26,814,5
Volkswagen,Vento Diesel Comfortline,190000.0,110000,Diesel,Manual,3rd Owner,2011-10-28,936,5
Maruti,Baleno LXI - BSIII,130000.0,90000,Petrol,Manual,2nd Owner,2006-01-06,1196,5
BMW,X1 sDrive 20d xLine,2100000.0,50000,Diesel,Automatic,3rd Owner,2016-06-30,1248,5
Hyundai,Grand i10 Magna,355000.0,90000,Petrol,Manual,2nd Owner,2017-02-10,998,7
Maruti,Baleno LXI,130000.0,90000,Petrol,Manual,2nd Owner,2006-11-20,1582,5
Hyundai,Verna 1.6 SX CRDI (O) AT,549000.0,88777,Diesel,Automatic,2nd Owner,2015-05-02,1461,5
Hyundai,EON Sportz,183000.0,65239,Petrol,Manual,2nd Owner,2012-08-19,1248,5
Chevrolet,Beat Diesel LS,152000.0,88741,Diesel,Manual,2nd Owner,2014-02-13,1497,5
Maruti,Eeco 5 Seater AC BSIV,315000.0,58017,Petrol,Manual,1st Owner,2016-07-06,2179,5
Maruti,Alto K10 VXI,336000.0,55202,Petrol,Manual,1st Owner,2018-12-11,1196,7
Hyundai,Verna 1.6 CRDi EX MT,344000.0,99681,Diesel,Manual,2nd Owner,2012-08-17,999,5
Renault,Duster 110PS Diesel RxZ,396000.0,88189,Diesel,Manual,2nd Owner,2013-07-11,1248,5
Tata,Indica Quadrajet LS,84602.0,273257,Diesel,Manual,4th Owner,2011-10-20,1086,5
Honda,City i VTEC V,509000.0,104062,Petrol,Manual,2nd Owner,2014-04-26,1199,5
Mahindra,XUV500 W8 2WD,581000.0,103448,Diesel,Manual,2nd Owner,2014-09-22,2179,5
Chevrolet,Spark 1.0 LS,134000.0,73672,Petrol,Manual,2nd Owner,2013-06-29,1497,5
Maruti,Eeco 5 Seater AC BSIV,315000.0,93009,Petrol,Manual,1st Owner,2017-12-11,1498,5
Renault,Kiger RXT,749000.0,13244,Petrol,Manual,1st Owner,2021-09-08,999,5
Maruti,Swift Dzire VDi,233000.0,128999,Diesel,Manual,2nd Owner,2010-05-18,1598,5
Hyundai,i10 Magna 1.1,165000.0,75722,Petrol,Manual,3rd Owner,2010-03-29,1496,5
Honda,Jazz VX CVT,623000.0,94834,Petrol,Automatic,1st Owner,2018-03-27,1499,5
Mahindra,XUV500 AT W10 FWD,991000.0,93453,Diesel,Automatic,2nd Owner,2017-07-21,1582,5
Honda,City i-VTEC VX,921000.0000000001,26352,Petrol,Manual,1st Owner,2018-02-27,1197,5
Volkswagen,Vento 1.5 TDI Highline AT,492000.0,80746,Diesel,Automatic,3rd Owner,2016-01-04,1497,5
Nissan,Magnite XL,527000.0,5973,Petrol,Manual,1st Owner,2021-12-04,1199,5
Volkswagen,Vento Diesel Highline,227000.0,118137,Diesel,Manual,3rd Owner,2011-01-17,1498,5
Toyota,Etios G,268000.0,85560,Petrol,Manual,1st Owner,2011-06-18,1497,7
Ford,Figo 1.5P Titanium AT,411000.00000000006,69693,Petrol,Automatic,2nd Owner,2016-10-11,1197,5
Hyundai,Creta 1.6 CRDi SX Option,814000.0,91879,Diesel,Manual,2nd Owner,2016-08-22,1197,5
Hyundai,i20 Sportz Petrol,202000.0,125403,Petrol,Manual,3rd Owner,2010-03-24,1497,5
Honda,City i VTEC VX,638000.0,71434,Petrol,Manual,1st Owner,2016-05-09,1582,5
Tata,Tiago 1.2 Revotron XZ,352000.0,52328,Petrol,Manual,2nd Owner,2016-10-13,2179,5
Honda,Amaze S i-Dtech,371000.0,65027,Diesel,Manual,2nd Owner,2014-09-11,1199,5
Tata,Altroz XE Diesel,707000.0,4553,Diesel,Manual,1st Owner,2022-11-02,1598,5
Hyundai,Grand i10 Sportz,385000.0,50185,Petrol,Manual,1st Owner,2015-02-13,1497,5
Hyundai,i20 Petrol CVT Asta,682000.0,48953,Petrol,Automatic,2nd Owner,2018-03-19,1197,5
Honda,City 1.5 S MT,326000.0,161875,Petrol,Manual,1st Owner,2011-04-02,1498,5
Hyundai,Creta 1.6 CRDi SX,828999.9999999999,101585,Diesel,Manual,1st Owner,2016-02-27,1396,5
Mahindra,Scorpio S5,1236000.0,27924,Diesel,Manual,1st Owner,2020-10-20,1950,5
Volkswagen,Polo Diesel Comfortline 1.2L,279000.0,77863,Diesel,Manual,2nd Owner,2013-10-25,1498,5
Skoda,Rapid 1.6 TDI Ambition,275000.0,140141,Diesel,Manual,1st Owner,2012-08-13,796,7
Honda,City 1.5 S MT,289000.0,116442,Petrol,Manual,1st Owner,2009-04-22,1197,5
Hyundai,i20 Magna 1.2,430999.99999999994,46329,Petrol,Manual,1st Owner,2015-08-28,1197,5
Skoda,Rapid 1.5 TDI Elegance,434999.99999999994,97702,Diesel,Manual,2nd Owner,2015-09-01,1197,5
Hyundai,i20 Sportz 1.4 CRDi,388000.0,84533,Diesel,Manual,2nd Owner,2015-03-15,1197,5
Mercedes-Benz,E-Class Exclusive E 220 d BSIV,4097999.9999999995,115372,Diesel,Automatic,1st Owner,2018-12-13,1248,5
Volkswagen,Vento 1.5 TDI Highline AT,551000.0,79715,Diesel,Automatic,2nd Owner,2016-10-07,1598,7
Maruti,Alto 800 LXI,146000.0,269930,Petrol,Manual,1st Owner,2014-10-04,814,5
Hyundai,i10 Magna,256999.99999999997,84561,Petrol,Manual,2nd Owner,2013-01-06,1199,5
Maruti,Swift Dzire VXI,398000.0,94479,Petrol,Manual,2nd Owner,2015-10-11,1248,5
Hyundai,i20 Sportz 1.2,371000.0,65723,Petrol,Manual,1st Owner,2014-02-28,1599,5
Hyundai,i20 1.2 Asta Option,588000.0,120707,Petrol,Manual,1st Owner,2018-11-22,1248,5
Maruti,Ertiga SHVS VDI,627000.0,95873,Diesel,Manual,2nd Owner,2016-04-11,1197,5
Volkswagen,Vento Diesel Highline,231000.0,98439,Diesel,Manual,3rd Owner,2011-10-16,1086,5
Hyundai,EON Magna Optional,160000.0,80310,Petrol,Manual,1st Owner,2011-02-17,1248,5
Volkswagen,Polo 1.2 MPI Comfortline,454000.0,23677,Petrol,Manual,1st Owner,2016-01-19,1197,5
Maruti,Swift Dzire VDI,528000.0,136782,Diesel,Manual,1st Owner,2017-08-10,1196,5
Hyundai,Verna Transform Xi,280000.0,76491,Petrol,Manual,1st Owner,2010-07-03,1197,5
Maruti,Ertiga SHVS ZDI Plus,775000.0,45991,Diesel,Manual,1st Owner,2017-09-13,1197,5
Hyundai,Grand i10 1.2 Kappa Magna BSIV,496000.0,13481,Petrol,Manual,1st Owner,2019-11-17,998,5
Hyundai,Santro Xing GLS,128000.0,77414,Petrol,Manual,3rd Owner,2009-02-02,1186,7
Maruti,Swift Dzire VDI,420000.0,48182,Diesel,Manual,1st Owner,2014-08-28,1248,5
Hyundai,i10 Magna 1.2,199000.0,42262,Petrol,Manual,1st Owner,2010-05-26,998,5
Maruti,Eeco 5 Seater AC BSIV,193000.0,126761,Petrol,Manual,2nd Owner,2013-06-17,1498,5
Maruti,Swift Dzire VXI,318000.0,84080,Petrol,Manual,2nd Owner,2013-09-10,1120,5
Hyundai,i10 Sportz,217000.0,55961,Petrol,Manual,3rd Owner,2011-04-04,1997,5
Maruti,Wagon R VXI,500000.0,46567,Petrol,Manual,1st Owner,2020-08-06,1197,5
Hyundai,Xcent 1.2 CRDi SX,625000.0,42000,Diesel,Manual,1st Owner,2018-12-25,0,5
Maruti,Ciaz ZDi,611000.0,79000,Diesel,Manual,1st Owner,2015-05-13,1461,7
Maruti,Wagon R LXI BS IV,311000.0,114478,Petrol,Manual,1st Owner,2017-02-14,1422,5
Honda,WR-V i-DTEC VX,713000.0,104931,Diesel,Manual,1st Owner,2018-12-19,1197,5
Hyundai,Grand i10 CRDi Magna,368000.0,63467,Diesel,Manual,1st Owner,2015-03-21,1498,5
Mahindra,Scorpio 1.99 S10,1000000.0,75000,Diesel,Manual,2nd Owner,2016-12-03,1197,5
Hyundai,i20 Asta Option CVT,819999.9999999999,30000,Petrol,Automatic,1st Owner,2020-01-11,2179,5
Tata,Nexon EV Prime XZ Plus Dark Edition,1339000.0,8397,Electric,Automatic,1st Owner,2022-08-22,1186,5
Renault,Duster 85PS Diesel RxL Optional,407000.0,137286,Diesel,Manual,1st Owner,2014-05-16,1499,5
Skoda,Fabia 1.4 TDI Ambiente,115999.99999999999,105768,Diesel,Manual,3rd Owner,2010-11-20,1120,5
Hyundai,i20 Sportz Plus,675000.0,48000,Petrol,Manual,1st Owner,2019-03-09,1498,5
Volkswagen,Vento 1.5 TDI Highline AT,850000.0,74088,Diesel,Automatic,1st Owner,2016-06-13,1598,5
Maruti,Eeco 5 Seater AC,535000.0,38000,Petrol,Manual,1st Owner,2019-11-20,1497,5
Mahindra,XUV500 W10 2WD,850000.0,66000,Diesel,Manual,1st Owner,2015-06-28,1498,5
Hyundai,Grand i10 1.2 CRDi Sportz,495000.0,52000,Diesel,Manual,1st Owner,2018-04-01,1196,5
Ford,Aspire Titanium Plus Diesel,450000.0,54000,Diesel,Manual,1st Owner,2015-08-05,1197,5
Hyundai,Grand i10 CRDi Magna,450000.0,54000,Diesel,Manual,1st Owner,2016-01-09,998,5
Volkswagen,Vento 1.5 TDI Highline Plus,875000.0,55000,Diesel,Manual,1st Owner,2017-04-20,1461,5
Volkswagen,Vento Diesel Highline,495000.0,68000,Diesel,Manual,1st Owner,2014-06-30,2354,5
Ford,Ecosport 1.5 Petrol Ambiente BSIV,573000.0,26339,Petrol,Manual,3rd Owner,2018-08-29,1248,8
Ford,Ecosport Sports Diesel,1093000.0,50044,Diesel,Manual,1st Owner,2021-04-07,1197,5
Maruti,Eeco 5 Seater AC BSIV,256000.0,99569,Petrol,Manual,3rd Owner,2016-10-23,1197,5
Hyundai,i20 Sportz Petrol,240000.0,77537,Petrol,Manual,2nd Owner,2010-10-05,995,5
Maruti,Wagon R LXI BS IV,239000.0,55026,Petrol,Manual,1st Owner,2013-08-28,998,7
Renault,Pulse RxL,299000.0,73081,Diesel,Manual,1st Owner,2014-08-19,2494,5
Honda,Accord 2.4 AT,305000.0,123149,Petrol,Automatic,2nd Owner,2010-01-02,1061,5
Maruti,Swift Dzire VDI,469000.00000000006,81759,Diesel,Manual,1st Owner,2015-03-19,796,5
Maruti,Swift LXI BSIV,364000.0,58766,Petrol,Manual,1st Owner,2015-02-19,1248,5
Maruti,Swift Dzire VXI,361000.0,74886,Petrol,Manual,1st Owner,2014-07-23,1497,5
Chevrolet,Spark 1.0 LT,73784.0,74008,Petrol,Manual,4th Owner,2008-08-21,1198,7
Maruti,Wagon R VXI,640000.0,3809,Petrol,Manual,1st Owner,2022-08-26,1197,5
Toyota,Innova 2.5 GX (Diesel) 8 Seater,825000.0,137000,Diesel,Manual,2nd Owner,2015-11-02,1197,5
Maruti,Zen Estilo 1.1 LXI BSIII,105000.0,104817,Petrol,Manual,2nd Owner,2009-11-25,1120,5
Maruti,Alto 800 LXI,345000.0,10666,Petrol,Manual,1st Owner,2020-11-24,1373,5
Maruti,Swift VDI,380000.0,74124,Diesel,Manual,2nd Owner,2013-02-18,1956,5
Mahindra,Marazzo M8,897000.0000000001,92167,Diesel,Manual,2nd Owner,2018-11-26,1199,5
Honda,Brio 1.2 S MT,411000.00000000006,32111,Petrol,Manual,1st Owner,2017-04-23,1248,5
Hyundai,i10 Sportz,185000.0,111986,Petrol,Manual,1st Owner,2010-08-23,1497,5
Maruti,Ritz VXI,185000.0,89451,Petrol,Manual,4th Owner,2010-02-06,1995,5
Hyundai,Xcent 1.1 CRDi SX Option,365000.0,82990,Diesel,Manual,1st Owner,2014-04-25,1497,5
Maruti,Ciaz ZXi,511000.00000000006,88621,Petrol,Manual,1st Owner,2014-01-28,1396,5
Tata,New Safari XZA Plus AT,2023000.0,13690,Diesel,Automatic,1st Owner,2022-05-24,1995,6
Honda,Amaze S Petrol,662000.0,15712,Petrol,Manual,1st Owner,2020-02-01,1968,7
Maruti,Vitara Brezza ZDi,790000.0,72500,Diesel,Manual,1st Owner,2017-07-31,1047,5
Mahindra,XUV300 W8 Option Diesel BSIV,1025000.0,82000,Diesel,Manual,1st Owner,2019-06-07,1196,5
Renault,Koleos 4X4 MT,620000.0,120000,Diesel,Manual,1st Owner,2016-11-28,1396,5
Honda,City EXi,290000.0,120000,Petrol,Manual,2nd Owner,2008-05-24,1462,5
Hyundai,i20 Asta Option Diesel,690000.0,65000,Diesel,Manual,1st Owner,2017-02-15,1498,5
BMW,X1 sDrive20d Expedition,3200000.0,18000,Diesel,Automatic,1st Owner,2020-08-20,1197,7
Volkswagen,Tiguan 2.0 TDI Highline,2100000.0,56500,Diesel,Automatic,1st Owner,2018-05-12,1598,5
Tata,Tiago 1.05 Revotorq XZ,365000.0,80381,Diesel,Manual,2nd Owner,2017-10-12,1461,5
Maruti,Eeco 5 Seater AC BSIV,242000.0,78220,Petrol,Manual,3rd Owner,2014-04-04,1047,7
Hyundai,i20 Magna Plus Diesel,646000.0,91412,Diesel,Manual,1st Owner,2019-01-11,1198,5
Maruti,XL6 Alpha,793000.0,97295,Petrol,Manual,1st Owner,2019-01-05,2157,5
Honda,Mobilio S i-DTEC,590000.0,58300,Diesel,Manual,1st Owner,2016-01-12,999,5
Maruti,Swift Dzire VXI 1.2,526000.0,68031,Petrol,Manual,2nd Owner,2017-12-20,799,5
Skoda,Rapid 1.6 TDI Ambition,276000.0,94405,Diesel,Manual,3rd Owner,2012-11-01,2982,6
Renault,Duster 85PS Diesel RxS,675000.0,58200,Diesel,Manual,1st Owner,2017-06-28,1498,5
Tata,Tigor 1.05 Revotorq XT,525000.0,58000,Diesel,Manual,1st Owner,2018-05-26,1198,5
Mahindra,KUV 100 NXT D75 K8 5Str,465000.00000000006,62000,Diesel,Manual,1st Owner,2018-10-23,1498,5
Mahindra,Alturas G4 4X4 AT,2525000.0,99000,Diesel,Automatic,1st Owner,2020-12-17,1497,5
Renault,KWID 1.0 RXT Optional,344000.0,32875,Petrol,Manual,1st Owner,2018-10-05,1198,5
Renault,KWID RXT,264000.0,31951,Petrol,Manual,2nd Owner,2016-12-28,1197,5
Toyota,Fortuner 4x2 Manual,1521000.0,74300,Diesel,Manual,1st Owner,2014-11-29,1198,5
Skoda,Rapid 1.5 TDI Style Plus,690000.0,91100,Diesel,Manual,1st Owner,2016-05-12,1498,5
Tata,Nexon 1.2 Revotron XM,651000.0,15601,Petrol,Manual,1st Owner,2018-05-14,1968,7
Volkswagen,Polo 1.5 TDI Highline,495000.0,64300,Diesel,Manual,1st Owner,2015-01-12,796,5
Honda,City i VTEC CVT VX,750000.0,89772,Petrol,Automatic,1st Owner,2016-04-23,1197,5
Mahindra,KUV 100 mFALCON D75 K8 Dual Tone,384000.0,66078,Diesel,Manual,1st Owner,2017-11-28,814,5
Hyundai,i20 Asta 1.2,434999.99999999994,75317,Petrol,Manual,2nd Owner,2014-06-08,1498,5
Skoda,Fabia 1.2 MPI Elegance,178000.0,73263,Petrol,Manual,2nd Owner,2011-10-14,2199,5
Honda,City i DTEC SV,445000.0,121816,Diesel,Manual,1st Owner,2014-03-26,1248,5
Volkswagen,Tiguan 2.0 TDI Highline,2225000.0,104000,Diesel,Automatic,1st Owner,2017-10-19,999,5
Maruti,Alto 800 LXI,227000.0,45877,Petrol,Manual,1st Owner,2016-10-30,1461,5
Maruti,Swift VXI,494000.00000000006,38922,Petrol,Manual,1st Owner,2018-04-28,1197,5
Hyundai,EON Era Plus,243000.00000000003,51612,Petrol,Manual,1st Owner,2015-05-22,998,5
Volkswagen,Vento 1.5 TDI Comfortline AT,472000.0,101695,Diesel,Automatic,3rd Owner,2015-08-01,1197,5
Hyundai,Santa Fe 2WD AT,1052000.0,94786,Diesel,Automatic,2nd Owner,2015-08-17,1186,5
Maruti,Swift VDI BSIV,214000.0,230510,Diesel,Manual,1st Owner,2011-02-10,1582,5
Nissan,Magnite XV Premium,849000.0,10905,Petrol,Manual,1st Owner,2021-02-15,1198,5
Renault,Scala Diesel RxL,297000.0,71336,Diesel,Manual,2nd Owner,2014-07-07,1199,5
Maruti,Swift VXI,582000.0,6356,Petrol,Manual,1st Owner,2021-09-05,1248,5
Maruti,Wagon R LXI BS IV,272000.0,77065,Petrol,Manual,1st Owner,2014-05-19,1197,5
Hyundai,i10 Sportz 1.2 AT,184000.0,54885,Petrol,Automatic,3rd Owner,2009-01-26,1197,5
Hyundai,Grand i10 1.2 CRDi Sportz Option,429000.0,82621,Diesel,Manual,1st Owner,2018-12-19,1591,5
Hyundai,Creta 1.6 CRDi SX,1109000.0,46095,Diesel,Manual,1st Owner,2019-04-14,998,8
Honda,Brio S MT,322000.0,45162,Petrol,Manual,1st Owner,2015-08-14,1956,6
Tata,Tiago 1.2 Revotron XT,424000.0,26680,Petrol,Manual,1st Owner,2018-12-21,1498,5
Maruti,Swift Vdi BSIII,152000.0,150112,Diesel,Manual,5th Owner,2009-12-01,1197,5
Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,509999.99999999994,58386,Petrol,Manual,2nd Owner,2019-08-20,998,5
Maruti,Swift Dzire VXI,286000.0,75963,Petrol,Manual,3rd Owner,2012-09-28,2494,5
Hyundai,Creta 1.6 SX Automatic,1263000.0,25099,Petrol,Automatic,1st Owner,2019-03-24,1198,5
Maruti,Celerio VXI,310000.0,42101,Petrol,Manual,1st Owner,2015-12-16,1984,5
Tata,Harrier XZ Dual Tone,1089000.0,23129,Diesel,Manual,1st Owner,2021-11-03,998,5
Honda,Amaze VX i-DTEC,475000.0,62000,Diesel,Manual,1st Owner,2015-04-24,1248,5
Maruti,Swift Dzire VXI,420000.0,67715,Petrol,Manual,1st Owner,2015-06-03,1497,5
Maruti,Wagon R VXI,100000.0,59726,Petrol,Manual,1st Owner,2002-03-25,1248,5
Toyota,Innova 2.5 GX (Diesel) 8 Seater,760000.0,168292,Diesel,Manual,2nd Owner,2015-02-22,1498,5
Mahindra,KUV 100 NXT G80 K2,330000.0,84825,Petrol,Manual,1st Owner,2018-09-16,999,5
Skoda,Superb LK 2.0 TDI AT,1755000.0,140785,Diesel,Automatic,1st Owner,2017-09-26,1582,5
Maruti,Wagon R VXI BS IV,216000.0,28037,Petrol,Manual,1st Owner,2012-02-17,1956,5
Maruti,Swift VDI,286000.0,80789,Diesel,Manual,3rd Owner,2012-06-25,998,5
Hyundai,Creta S,1290000.0,16968,Petrol,Manual,1st Owner,2020-10-12,1497,5
Maruti,Swift Dzire AMT ZDI,594000.0,23338,Diesel,Automatic,1st Owner,2016-03-08,1498,5
Ford,Ecosport 1.5 DV5 MT Titanium,413999.99999999994,88993,Diesel,Manual,2nd Owner,2013-02-26,1199,5
Renault,KWID 1.0 RXT Optional,375000.0,58342,Petrol,Manual,1st Owner,2018-03-17,1582,7
Hyundai,Verna CRDi 1.6 AT SX Plus,980000.0000000001,57000,Diesel,Automatic,1st Owner,2018-01-28,1197,5
Tata,Harrier XZ,1390000.0,66000,Diesel,Manual,1st Owner,2019-12-30,995,7
Maruti,Celerio VXI AT,375000.0,58213,Petrol,Automatic,1st Owner,2014-03-11,1086,5
Honda,City 1.5 V MT,276000.0,129760,Petrol,Manual,2nd Owner,2009-12-18,1396,5
Honda,City i-DTEC ZX,1025000.0,48100,Diesel,Manual,1st Owner,2018-07-24,1498,5
Tata,Tiago 1.2 Revotron XZ,384000.0,48554,Petrol,Manual,1st Owner,2016-05-10,1968,5
Hyundai,Grand i10 Sportz,449000.0,39910,Petrol,Manual,1st Owner,2017-04-02,1462,5
Chevrolet,Spark 1.0 LT,73784.0,63342,Petrol,Manual,1st Owner,2009-02-25,1197,5
Hyundai,i10 Era,290000.0,89000,Petrol,Manual,1st Owner,2011-10-29,1248,7
Hyundai,i20 Magna 1.4 CRDi (Diesel),340000.0,89201,Diesel,Manual,2nd Owner,2013-05-24,1968,5
Honda,Mobilio S i-DTEC,423000.00000000006,130151,Diesel,Manual,1st Owner,2015-05-15,1298,5
Skoda,Octavia Elegance 2.0 TDI AT,578000.0,179308,Diesel,Automatic,2nd Owner,2013-04-04,1495,5
Tata,Hexa XT,1050000.0,58000,Diesel,Manual,1st Owner,2018-06-03,1461,5
Maruti,Ciaz Alpha Automatic BSIV,902999.9999999999,24311,Petrol,Automatic,1st Owner,2019-02-14,2179,5
Toyota,Etios Liva G,336000.0,81899,Petrol,Manual,1st Owner,2014-08-26,814,7
Maruti,Vitara Brezza VDi Option,668000.0,45795,Diesel,Manual,1st Owner,2017-04-04,1248,8
Skoda,New Laura Ambiente 2.0 TDI CR MT,341000.0,95884,Diesel,Manual,2nd Owner,2013-10-10,1248,5
Maruti,Swift 1.3 VXi,147000.0,89657,Petrol,Manual,1st Owner,2008-10-06,1199,6
Hyundai,Accent GLE,135000.0,116416,Petrol,Manual,3rd Owner,2010-01-17,1197,5
Renault,Duster 85PS Diesel RxL Optional,314000.0,90198,Diesel,Manual,2nd Owner,2012-12-19,1498,5
Mahindra,XUV500 W6 2WD,773000.0,73230,Diesel,Manual,1st Owner,2016-01-10,2494,5
Hyundai,EON Era,138000.0,134279,Petrol,Manual,1st Owner,2011-05-08,1956,5
Maruti,Ciaz ZDi Plus SHVS,588000.0,64933,Diesel,Manual,2nd Owner,2015-03-16,1451,5
Maruti,Ciaz VDi Plus SHVS,505999.99999999994,81114,Diesel,Manual,4th Owner,2016-05-27,1198,5
Honda,Jazz 1.2 VX i VTEC,444000.00000000006,60923,Petrol,Manual,3rd Owner,2016-07-30,1248,5
Hyundai,i20 Magna,220000.00000000003,92573,Petrol,Manual,1st Owner,2010-10-13,1582,5
Honda,Mobilio V i-DTEC,455999.99999999994,65281,Diesel,Manual,2nd Owner,2015-03-12,1197,8
Toyota,Innova 2.5 VX (Diesel) 8 Seater,857000.0,138448,Diesel,Manual,2nd Owner,2015-03-04,1598,5
Jeep,Compass 2.0 Limited Option 4X4 Black,1258000.0,86513,Diesel,Manual,2nd Owner,2018-08-17,1120,5
MG,Hector Plus Sharp Hybrid MT,1657000.0,18697,Petrol,Manual,1st Owner,2020-02-01,999,5
Honda,Brio S MT,368000.0,71735,Petrol,Manual,2nd Owner,2016-03-13,1197,5
Maruti,Vitara Brezza VDi,595000.0,72316,Diesel,Manual,2nd Owner,2016-06-18,2494,7
Hyundai,Verna 1.6 CRDi SX,625000.0,87770,Diesel,Manual,1st Owner,2016-10-28,1248,5
Hyundai,i20 Magna Plus BSIV,568000.0,25890,Petrol,Manual,1st Owner,2019-12-22,1598,5
Volkswagen,Vento Petrol Comfortline,320000.0,81426,Petrol,Manual,2nd Owner,2013-11-30,1591,5
Hyundai,Grand i10 CRDi Sportz,309000.0,107868,Diesel,Manual,1st Owner,2014-05-04,1199,5
Renault,KWID 1.0 RXT,340000.0,23434,Petrol,Manual,1st Owner,2018-12-30,999,7
Maruti,Baleno 1.2 Zeta,558000.0,21099,Petrol,Manual,1st Owner,2017-06-22,1582,5
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,372000.0,196320,Diesel,Manual,2nd Owner,2010-03-11,1248,5
Tata,Indica Aura 1.3 Quadrajet,141000.0,51650,Diesel,Manual,2nd Owner,2009-05-18,1364,5
Volkswagen,Vento 1.6 Highline,620000.0,44091,Petrol,Manual,1st Owner,2016-08-07,1956,5
Hyundai,Creta 1.6 VTVT SX Plus,916000.0,33231,Petrol,Manual,2nd Owner,2017-10-31,1248,5
Tata,Altroz XM plus,675000.0,7027,Petrol,Manual,1st Owner,2021-11-05,1462,5
Renault,Triber RXL,687000.0,5570,Petrol,Manual,1st Owner,2021-04-30,1248,5
Hyundai,Creta 1.6 CRDi SX,940000.0,72500,Diesel,Manual,1st Owner,2016-02-22,936,5
Maruti,Swift VDI,286000.0,114638,Diesel,Manual,2nd Owner,2012-09-11,998,5
Toyota,Etios GD SP,350000.0,72200,Diesel,Manual,1st Owner,2013-03-27,1373,5
Jeep,Compass 2.0 Longitude Option,1190000.0,61300,Diesel,Manual,1st Owner,2018-02-10,1199,5
Maruti,Ertiga VDI,413000.0,245456,Diesel,Manual,1st Owner,2013-09-05,1497,7
Maruti,Ciaz Delta,849000.0,52200,Petrol,Manual,1st Owner,2019-11-01,999,5
Maruti,Ciaz ZDi Plus,590000.0,75000,Diesel,Manual,2nd Owner,2015-03-23,1197,5
Chevrolet,Beat Diesel LT,160000.0,68669,Diesel,Manual,1st Owner,2011-07-18,1248,5
Maruti,Celerio ZXI,450000.0,57313,Petrol,Manual,1st Owner,2019-03-04,1086,5
Maruti,Ciaz VXi Plus,550000.0,549999,Petrol,Manual,1st Owner,2015-02-23,2494,5
Volkswagen,Polo 1.2 MPI Comfortline,500000.0,46328,Petrol,Manual,1st Owner,2016-03-24,1197,5
